	cdf8d23687cfc324485e2bd3e0094ff2	fb758530086adf438d5ebe8f83847f2d	d2ef3361261cc1d835ad59394bfe161c	0ba75f593218ef056eefaeab285ae839	3d7f155024af16ecbe4c9baefdd571be	c0095c69fee5c767903814b366fcb860	54e3ef405d9d82cfed4858f3191c2522	6ba039413a4b798ba234b05c568ff300	53cb1796cbb423bcd59853acdf63befe	f7dd0dbd9e8f975d44295498a1c3aa85	2edf779ef11d889a9532e620fda1bbf2	144080b4b2ddd9a2ccc1c5c8d094e2db	9e2c7416a860af0b0d508dba6fc92435	41ac582194f67aa6ab674ec82573c2b5	db77705855bc4611e9c4fedca4b4f926	2185af0fb67a28d45ca0b367331adc90	5852572a553ed731a4e55f2f31166213	0c959ee3a5a474df1114c327dd8cdcac	8906c43cbd5e72d65ed9e7aacd1c2321	94339fd999feeede310ccc2e5c29c13b	5b4e936782da10249603e94105689a6f	4deeef4aa3231abf469afec860b7b1ea	4508ce20c9b99a6e1c24fd3afdbc1e2f	2984aa4bc8addecd801f5101d8dd139b	6383ad32dcb0746a9105d5b2889e4d94	901b6e2bf2d45cfa9b38a99784cd0459	2eb15a6e35d5214137b1f0571d4c31b2	ae800abf76b2463f243462d0087f24be	87b2ee3ab5930cf0663d663ff1b3c524	c4072a4cebaed2ae18764f402d5b8c43	5d6c8094421e22fa24e09de3169f49b4	2979c877ea3a9babda609affb260668c	c1aa71656d6e2ef3535930d0b09ca012	71b646c82731aa8e14f60ee428337721	2fc1c858776003addaf081a465cda6d7	b1641320e489f96bb9ddd6b08a7e574e	9485b85b5c81043b85a849131809c92b	9b58756d5fe505a4cd0ab4917e5e3ce3	f3c9367e79341d7de4456c32b588b86f	832c0802efe61204586cbbefee574d43	d49b933216498ccb080d8aa7ce5d3902	35def52a34fbd75d08ef99a87b5251da	c105049a81dcab19d86f141a691ab5fb	28a02f8e5fcae1d3b8d41678bf1276fd	2ed762ffceda0c2dc67e9ae95d1fb858	178929d3e7f149a19dbd6b0edc66633b	076048a24f2e01c5f6b07bfcde6bbcd5	d2db4c8806f5f6a40fee293cb4f88f7d	7d77e5a1807f89e7ee7cf109a12d0048	8e1376b2f43f2b926aa075c7f8c32783
TW-AR-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6855.884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CB-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BV-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6575.9705	10745.859	6637.757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20624.56	19613.702	15760.196000000002	0.0	0.0	0.0
TW-AK-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10833.432	0.0	0.0	0.0	21228.1275	5001.1815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16831.9275	0.0	0.0	13455.2585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57096.3635	0.0	0.0	18229.598	6527.5575	75729.564	0.0	0.0
TW-AY-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AX-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5931.011	0.0	0.0	0.0	0.0	0.0	6770.648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39819.928	0.0	0.0	0.0	0.0	0.0	0.0	48294.5035	0.0	5809.214	0.0
TW-AG-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7341.3565	0.0	0.0	0.0	24060.505	0.0	0.0	0.0	0.0	0.0	0.0	5404.222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8488.97	0.0	6301.2055	0.0	0.0	0.0	0.0	5256.8435	0.0	0.0	0.0	0.0	6140.6225	0.0
TW-AU-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26753.9775	0.0	17526.7315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6085.9825	0.0	6025.623000000001	0.0	0.0	7770.4775	0.0	0.0	6271.96	0.0	0.0	0.0	14745.7075	0.0	0.0	0.0	0.0	30822.2005	0.0	45017.4565	0.0	0.0	0.0
TW-DG-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23089.0295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8591.421999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BE-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17916.2685	0.0
TW-DS-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BJ-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14246.9205	0.0	0.0	0.0	31089.1	0.0	0.0	0.0	0.0	0.0	0.0	10708.3295	0.0	0.0	0.0	0.0	0.0	7099.3625	0.0	0.0	0.0	5215.654	0.0	13005.373	0.0	12137.282	0.0	0.0	14496.735	0.0	0.0	7653.885999999998	0.0	52173.572	0.0
TW-AI-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39835.009	0.0	0.0	86278.103	29899.517000000003	0.0	27630.9615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9039.582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AU-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5059.401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6655.3690000000015	16840.664
TW-AN-002	5394.4085	7270.048000000002	6099.057	0.0	0.0	14304.838	0.0	0.0	14575.2035	0.0	0.0	0.0	0.0	0.0	7145.2365	10119.742	0.0	0.0	0.0	23686.619	11640.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44955.2365	0.0
TW-BL-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11543.3385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6000.4615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CP-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22803.863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20067.088	0.0	0.0	0.0	0.0	0.0
TW-BA-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17191.2585	0.0	38606.351	0.0	7335.432	0.0	7530.496	0.0	27144.883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42714.6485	0.0	0.0	0.0	10317.2985	0.0
TW-AP-002	0.0	0.0	0.0	0.0	0.0	6873.5995	0.0	0.0	6240.473000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5759.798000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BS-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83415.7255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222057.8735	0.0	0.0	0.0	263839.6365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9301.6555	0.0	8378.776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27737.207	0.0
TW-AA-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5954.6005	0.0	5411.825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8387.916	0.0	0.0	7602.815	0.0	0.0	0.0	0.0	8253.741	6348.3835	0.0	5755.8315	5818.0025	46532.7415	0.0	0.0	0.0	5847.9105	0.0	0.0	0.0	0.0	0.0	18492.0015	26537.1825	0.0	0.0	9565.6455
TW-AY-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31260.3975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34013.1	40850.2095	0.0	0.0	16378.915	0.0	7301.5095	0.0	0.0	0.0	44721.3275	0.0	0.0	92168.0315	27091.4485
TW-BL-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5233.5895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DY-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DM-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AF-002	0.0	0.0	11964.3555	0.0	20766.228	34276.4065	0.0	0.0	28261.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134587.836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DB-001	0.0	10293.0235	10012.449	8886.683	5118.085999999998	23444.3165	0.0	0.0	26470.337000000003	0.0	8340.8045	0.0	6551.6115	0.0	8614.0915	0.0	0.0	0.0	0.0	0.0	19864.3425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21699.3705	0.0	11128.567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AQ-001	0.0	0.0	0.0	0.0	0.0	6068.9655	0.0	0.0	5580.2959999999985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7206.969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5866.8785	0.0	0.0	0.0	0.0	5443.218000000002	0.0	0.0	0.0	0.0	0.0	0.0
TW-CS-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21312.898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87522.07400000001	0.0	125502.359	0.0	55335.432	0.0	5713.621	10035.367	0.0	0.0	8875.905	0.0	0.0	0.0	15221.4645	12806.1745	7488.4565	0.0	0.0	147245.4925	27075.3775	0.0	0.0	0.0	8064.584	0.0	0.0	17501.944	0.0	0.0	0.0	7284.569	43009.402	0.0	66049.3965
TW-BI-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23402.808	0.0
TW-CA-001	0.0	0.0	0.0	8673.202	0.0	12768.003	0.0	0.0	18492.0385	0.0	0.0	0.0	0.0	0.0	10425.9155	0.0	0.0	0.0	0.0	0.0	21456.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8826.374	0.0	0.0	20303.2105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BQ-002	0.0	0.0	0.0	5986.959	0.0	8969.9105	0.0	0.0	12632.4765	27058.819	0.0	0.0	0.0	0.0	6182.7095	0.0	0.0	0.0	0.0	5889.212	13214.624	0.0	0.0	0.0	0.0	0.0	6086.42	0.0	0.0	13727.6675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7458.0975	0.0	0.0	5215.5815	0.0	0.0	18525.8725	0.0	0.0	0.0	0.0	0.0	0.0
TW-BA-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AM-002	0.0	0.0	0.0	0.0	0.0	0.0	11651.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6466.2335	0.0	8125.818	10535.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34606.1035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-AT-001	0.0	20349.302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16524.91	0.0	51373.607	0.0	0.0	0.0	13448.744	0.0	87812.7795	24951.886	0.0	0.0	0.0	0.0	0.0	14551.623	82042.4525	0.0	0.0	0.0	0.0	0.0	0.0	29536.4105	0.0	0.0	131432.259	7625.2840000000015	85905.7205	14461.36	0.0	0.0	0.0	13444.866000000002	8758.399	26666.977000000006	34230.3865
TW-AM-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5988.437	0.0	0.0	0.0	6647.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DG-001	0.0	0.0	0.0	5144.064	0.0	0.0	0.0	0.0	7003.614000000001	0.0	0.0	0.0	0.0	0.0	6971.5615	0.0	0.0	0.0	0.0	0.0	11414.2345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36702.318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CB-001	0.0	0.0	0.0	0.0	0.0	0.0	8751.9165	0.0	5110.5555	0.0	0.0	0.0	0.0	10316.928	0.0	26351.2975	0.0	38873.463	0.0	17423.7635	8312.63	36083.9985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14805.5895	0.0	0.0	0.0	0.0	13741.68	0.0	0.0	9443.4905	0.0	0.0	0.0
TW-CC-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5590.523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9210.8935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22164.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-BU-001	8831.976	0.0	6909.0125	0.0	0.0	10087.1365	0.0	0.0	10465.1715	0.0	0.0	5517.008000000002	0.0	0.0	0.0	133096.15	0.0	24251.8095	0.0	42112.8615	8826.7205	33207.7135	0.0	0.0	0.0	0.0	58460.441	0.0	0.0	0.0	0.0	0.0	34672.0875	0.0	0.0	0.0	0.0	0.0	0.0	14525.6325	12131.181	197274.1655	123477.4725	0.0	0.0	0.0	0.0	398625.7105	51805.1165	0.0
TW-CW-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5772.5245	0.0	0.0	0.0	8738.943000000001	0.0	0.0	0.0	8075.94	0.0	0.0	11755.4675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10770.2495	0.0	0.0	0.0	0.0	0.0	8659.5555	0.0	0.0	0.0	0.0	39595.662	0.0
TW-DQ-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7578.5025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DZ-001	0.0	0.0	19818.004	0.0	9172.739	37358.3255	0.0	0.0	47380.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10085.455	0.0	0.0	0.0	0.0	13774.4695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-DB-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8113.849	0.0	0.0	0.0	0.0	8108.278	0.0	0.0	0.0	23875.231	0.0	0.0	0.0	0.0	10227.108	0.0	0.0	0.0	0.0	0.0	0.0	7465.0459999999985	0.0	0.0	0.0
TW-AZ-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5788.165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5222.8545	0.0
TW-AK-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30430.6205	0.0	30353.6175	0.0	30323.0995	0.0	11270.893999999998	0.0	5469.2435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TW-CI-001	0.0	0.0	0.0	0.0	6038.312	0.0	0.0	5407.6795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46746.3075	12481.1715	0.0	0.0	54745.463	0.0	0.0	0.0	0.0	0.0	6439.459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23156.3415	8079.842	31445.999	0.0	16150.089	22851.6075	23070.5975	0.0	0.0	0.0	0.0	13108.2665
CIR57-001	0.0	119391.0415	0.0	0.0	59307.72900000001	167493.1225	0.0	0.0	158530.6455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5598.533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR42-002	0.0	0.0	0.0	0.0	0.0	0.0	5416.2930000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7661.816999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84448.67300000001	16173.9425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR55-003	2445604.6040000003	1289560.822	2457377.759	1926533.534	164821.173	1002809.069	60746.8885	9621.7645	703196.0255	9163.729	0.0	7659.393	0.0	0.0	269417.7415	0.0	0.0	0.0	95209.3675	16269.7565	528078.4205	0.0	112522.831	0.0	12723.688999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR61-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14972.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR32-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12471.739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR51-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27639.54	0.0	32659.2995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR5-006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5376.5685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7037.8585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR55-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33951.2215	0.0	26113.2565	36365.444	21797.92	9701.593	79929.6855	7883.9985	17194.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR21-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5222.613	0.0	9164.1265	0.0	0.0	0.0	0.0	0.0	5296.281999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30163.8675	0.0	0.0	0.0	0.0	0.0
CIR53-001	113895.0865	173045.8225	98731.2415	84605.394	72034.0475	261734.5235	0.0	0.0	241042.0215	0.0	0.0	0.0	0.0	15539.7075	77762.242	26659.5695	16594.54	0.0	0.0	0.0	155392.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR51-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38724.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CIR32-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19056.7965	0.0	0.0	0.0	22279.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
